,,,,Date,Market cap,Volume,Supersector,Sector,Revision_real,Revision_20,mom,mom_short,30d_vol
SAPE US,06/Aug/2010,05/Nov/2010,30/Sep/2010,06/Aug/2010,1510.7004,8.563009347000001,Technology,Software & Computer Services,0.011419249592169667,0.045676998368678445,1.4657633159730226,1.0669335904745931,0.022275934162506627
SAPE US,05/Nov/2010,16/Feb/2011,31/Dec/2010,05/Nov/2010,1807.0204,8.456911147000001,Technology,Software & Computer Services,-0.012102874432677657,0.016641452344932084,1.7944365380947491,0.981808073127458,0.013932388829616367
SBH US,04/Feb/2010,29/Jul/2010,31/Mar/2010,04/Feb/2010,1472.9493,3.577819673,Retail,General Retailers,0.016997167138810276,0.032577903682719844,1.594758064516129,1.0214917825537295,0.020108872487219213
SBH US,29/Jul/2010,18/Nov/2010,30/Sep/2010,29/Jul/2010,1699.2849,10.57853528,Retail,General Retailers,0.0012004801920768582,0.027611044417767072,1.1446991404011462,1.1664580725907385,0.03145876263426557
SBH US,18/Nov/2010,03/Feb/2011,31/Dec/2010,18/Nov/2010,2272.6106,6.859015768,Retail,General Retailers,0.020674646354733373,0.0554951033732316,1.607336956521739,1.0532544378698225,0.025806162817574856
SBIB US,22/Apr/2010,28/Oct/2010,30/Jun/2010,22/Apr/2010,599.766,5.97647478,Banks,Banks,-0.606060606060606,-0.8106060606060606,0.825381429649131,1.1059857118874856,0.021046246777533136
SBIB US,28/Oct/2010,18/Jan/2011,31/Dec/2010,28/Oct/2010,545.302,3.2455455910000004,Banks,Banks,0.12244897959183665,0.2755102040816326,0.9518481956784031,1.0209917799800259,0.021707522789886143
SBNY US,26/Jan/2010,27/Apr/2010,31/Mar/2010,26/Jan/2010,1393.5714,5.711035713999999,Banks,Banks,0.07940161104718046,0.1380897583429228,1.3569367183905643,1.0475911598804053,0.013544873643625244
SBNY US,27/Apr/2010,27/Jul/2010,30/Jun/2010,27/Apr/2010,1694.3685,7.477387349,Banks,Banks,0.033971291866028874,0.09090909090909083,1.3087719298245615,1.1190456847293309,0.010881021791754068
SBNY US,27/Jul/2010,26/Oct/2010,30/Sep/2010,27/Jul/2010,1582.6287,8.128701259,Banks,Banks,0.013751611516974682,0.0369574559518695,1.259070698842616,1.0328067716195817,0.017185640374387412
SBNY US,26/Oct/2010,25/Jan/2011,31/Dec/2010,26/Oct/2010,1726.9873,7.335712769,Banks,Banks,0.027224705404307326,0.08248679398618441,1.2076196678606317,1.1273256754570458,0.013945065302906083
SBUX US,21/Jan/2010,22/Apr/2010,31/Mar/2010,21/Jan/2010,17241.3536,137.805872,Travel & Leisure,Travel & Leisure,0.04936014625228502,0.054844606946983676,2.54845904298459,1.0231621449598218,0.01886140636715478
SBUX US,22/Apr/2010,22/Jul/2010,30/Jun/2010,22/Apr/2010,18874.9266,164.5387045,Travel & Leisure,Travel & Leisure,0.06946688206785145,0.08562197092084012,1.8682587810445273,1.0841007312314228,0.013605639458143472
SBUX US,22/Jul/2010,05/Nov/2010,30/Sep/2010,22/Jul/2010,18754.1664,198.6957636,Travel & Leisure,Travel & Leisure,0.005772005772005873,0.017316017316017396,1.6339070936013258,0.8975724264284897,0.020067320284113628
SBUX US,05/Nov/2010,27/Jan/2011,31/Dec/2010,05/Nov/2010,22017.9743,135.4367677,Travel & Leisure,Travel & Leisure,0.02732240437158473,0.049180327868852514,1.25579137946078,1.1760015980406633,0.014631186605164798
SCCO US,29/Apr/2010,29/Jul/2010,30/Jun/2010,29/Apr/2010,26511.5,60.40269261,Basic Resources,Industrial Metals & Mining,0.0012842465753424293,0.048373287671232834,1.7433805349516742,0.9713480224677574,0.021265860326384497
SCCO US,29/Jul/2010,29/Oct/2010,30/Sep/2010,29/Jul/2010,26758.0,66.43594686,Basic Resources,Industrial Metals & Mining,-0.006612213146635515,-0.03033838973162184,1.1660471898778588,1.0803569329716363,0.02758050859729971
SCCO US,29/Oct/2010,03/Feb/2011,31/Dec/2010,29/Oct/2010,36618.0,59.07597184,Basic Resources,Industrial Metals & Mining,0.029520295202952074,0.14981549815498152,1.1466023068111264,1.2169468128918106,0.0183273128242087
SCG US,11/Feb/2010,06/May/2010,31/Mar/2010,11/Feb/2010,4304.7157,14.65825366,Utilities,"Gas, Water & Multiutilities",-0.004683840749414414,0.000334560053529831,1.173415895100119,0.9410508543829286,0.009999067272003049
SCG US,06/May/2010,29/Jul/2010,30/Jun/2010,06/May/2010,4600.8586,16.46281861,Utilities,"Gas, Water & Multiutilities",0.00032669062397894244,0.018621365566808157,1.3162839551588608,0.9659298592699098,0.009669593297124041
SCG US,29/Jul/2010,27/Oct/2010,30/Sep/2010,29/Jul/2010,5121.9775,23.68936171,Utilities,"Gas, Water & Multiutilities",0.00031928480204346243,0.005747126436781658,1.096047688973381,1.050599666008805,0.01164766150526836
SCG US,27/Oct/2010,11/Feb/2011,31/Dec/2010,27/Oct/2010,5161.0596,17.53543258,Utilities,"Gas, Water & Multiutilities",-0.00031377470975824107,-0.0006275494195167042,1.2348635361069487,1.0076627046484121,0.007457517950368326
SCHL US,01/Apr/2010,22/Jul/2010,30/Jun/2010,01/Apr/2010,975.8096,4.658360428,Media,Media,-0.01984469370146691,0.0716134598792062,1.742687804813225,0.8914777449881424,0.019375283719581863
SCHL US,22/Jul/2010,23/Sep/2010,30/Sep/2010,22/Jul/2010,950.3821,3.7962707069999997,Media,Media,0.0021240441801189114,-0.07306711979609182,1.2116648455191854,0.9908468713377683,0.02278878662627426
SCHL US,23/Sep/2010,16/Dec/2010,30/Sep/2010,23/Sep/2010,964.8432,3.6707400710000004,Media,Media,-0.00042069835927638355,-0.013041649137568223,0.9914894893693623,1.183583308957768,0.019907051968442096
SCHL US,16/Dec/2010,15/Mar/2012,31/Dec/2010,16/Dec/2010,979.4557,3.7169505739999997,Media,Media,0.000815993472052412,-0.018767849857201258,1.0332470635078637,0.9418269041720735,0.01898263530076014
SCHN US,08/Apr/2010,01/Jul/2010,30/Jun/2010,08/Apr/2010,1512.5875,23.81233396,Basic Resources,Industrial Metals & Mining,0.03672486453943402,0.09542444310656228,1.2616010423618393,1.1088672705472205,0.023274633911640186
SCHN US,01/Jul/2010,21/Oct/2010,30/Sep/2010,01/Jul/2010,1109.5482,23.08978587,Basic Resources,Industrial Metals & Mining,-0.028697001034126313,0.0028438469493277108,0.9982391782831989,0.7685841490668374,0.0382620184662954
SCHN US,21/Oct/2010,07/Jan/2011,31/Dec/2010,21/Oct/2010,1403.7979,9.033040125,Basic Resources,Industrial Metals & Mining,0.028780610956829156,0.020954304468568274,0.9354059258492181,1.0862931986578137,0.015833094377850753
SCHW US,20/Jan/2010,15/Apr/2010,31/Mar/2010,20/Jan/2010,22417.5113,130.7272357,Financial Services,Financial Services,-0.045397225725094525,-0.029003783102143688,1.308919385244592,1.046203794679637,0.017933648717268606
SCHW US,15/Apr/2010,16/Jul/2010,30/Jun/2010,15/Apr/2010,23027.2041,152.5361855,Financial Services,Financial Services,0.009370816599732379,0.0053547523427039945,1.0496020258190124,1.0581146532336771,0.012166978107817273
SCHW US,16/Jul/2010,15/Oct/2010,30/Sep/2010,16/Jul/2010,18069.7157,168.311522,Financial Services,Financial Services,0.005134788189987027,0.016688061617458283,0.941842226864778,0.9492174273572193,0.017476401057949606
SCI US,25/Feb/2010,29/Apr/2010,31/Mar/2010,25/Feb/2010,2075.2224,4.492624193,Retail,General Retailers,0.021442495126705596,0.08576998050682261,2.3709854856453387,1.0385110459198947,0.014661500997835948
SCI US,29/Apr/2010,29/Jul/2010,30/Jun/2010,29/Apr/2010,2377.7666,7.3488498060000005,Retail,General Retailers,0.007117437722419906,0.016014234875444844,2.1926237445701795,1.0204800121138702,0.008861792849708564
SCI US,29/Jul/2010,28/Oct/2010,30/Sep/2010,29/Jul/2010,1977.4599,5.72407834,Retail,General Retailers,0.00857632933104635,0.04116638078902235,1.260261715691757,1.0821500414152172,0.020718110455337373
SCI US,28/Oct/2010,10/Feb/2011,31/Dec/2010,28/Oct/2010,2085.5513,4.483110968,Retail,General Retailers,-0.03721682847896446,-0.0744336569579287,1.2463713735054833,0.9844408560950244,0.015036134250796553
SCL US,27/Jul/2010,25/Jul/2012,30/Sep/2010,27/Jul/2010,658.7463,3.330306727,Chemicals,Chemicals,0.030732860520094496,0.03343465045592686,1.5521499164431043,0.9441957796201338,0.027201094540668914
SCMR US,02/Sep/2010,01/Dec/2010,30/Sep/2010,02/Sep/2010,764.8073,5.079094595,Technology,Technology Hardware & Equipment,-3.689655172413793,-2.793103448275862,1.1378132118451025,1.144144144144144,0.022812860528470723
SCMR US,01/Dec/2010,,31/Dec/2010,01/Dec/2010,720.1957,4.225833032,Technology,Technology Hardware & Equipment,7.432432432432432,12.810810810810809,1.6047087980173484,0.8277992277992278,0.020536594055670238
SCS US,22/Jun/2010,23/Sep/2010,30/Jun/2010,22/Jun/2010,1057.5097,5.609027462999999,Personal & Household Goods,Household Goods & Home Construction,0.16814159292035402,0.570796460176991,1.5266249905852227,1.0230236650385647,0.03124820553293694
SCS US,23/Sep/2010,17/Dec/2010,30/Sep/2010,23/Sep/2010,914.4568,3.004061463,Personal & Household Goods,Household Goods & Home Construction,0.03816793893129766,0.16284987277353702,1.1124910386707711,1.0725914975076287,0.024962770212635564
SCS US,17/Dec/2010,24/Mar/2011,31/Dec/2010,17/Dec/2010,1429.5183,4.193204746,Personal & Household Goods,Household Goods & Home Construction,0.02970297029702973,0.08118811881188126,1.5198407656799222,1.0995736736513597,0.00991218714406221
SCSC US,23/Apr/2010,19/Aug/2011,30/Jun/2010,23/Apr/2010,735.2323,3.2750369810000004,Technology,Technology Hardware & Equipment,-0.020030816640985938,-0.012840267077555145,1.3689670726206584,0.9008237232289951,0.02010381118981525
SD US,26/Feb/2010,07/May/2010,31/Mar/2010,26/Feb/2010,1726.1546,32.69936296,Oil & Gas,Oil & Gas Producers,-0.0989876265466818,-0.1912260967379077,1.492462311557789,0.8911335578002245,0.026590443911487054
SD US,07/May/2010,05/Aug/2010,30/Jun/2010,07/May/2010,1426.6062,74.0832835,Oil & Gas,Oil & Gas Producers,-0.08272859216255446,-0.21480406386066764,0.7292250233426703,0.8002560819462229,0.0234853852176431
SD US,05/Aug/2010,05/Nov/2010,30/Sep/2010,05/Aug/2010,2458.9863,38.25796907,Oil & Gas,Oil & Gas Producers,-0.12747252747252746,-0.34505494505494505,0.5446182152713892,0.8783783783783784,0.023849894728170777
SD US,05/Nov/2010,25/Feb/2011,31/Dec/2010,05/Nov/2010,2373.9141,37.2801001,Oil & Gas,Oil & Gas Producers,-0.3755868544600939,-1.051643192488263,0.5627996164908917,0.879045996592845,0.03202350166880037
SEE US,25/Jan/2010,28/Apr/2010,31/Mar/2010,25/Jan/2010,3190.3273,13.85832485,Industrial Goods & Services,General Industrials,-0.0012091898428054915,-0.006045949214026569,1.5923847660949368,0.9185360667857471,0.010601025309002787
SEE US,28/Apr/2010,28/Jul/2010,30/Jun/2010,28/Apr/2010,3544.3219,20.5214359,Industrial Goods & Services,General Industrials,-0.0005998800239951363,0.007198560287942524,1.144696821808427,1.0464575115937484,0.011205785990911783
SEE US,28/Jul/2010,27/Oct/2010,30/Sep/2010,28/Jul/2010,3661.4817,16.3075473,Industrial Goods & Services,General Industrials,-0.0011737089201877549,0.0023474178403757318,1.123919071192535,1.0792661976670177,0.01585014528261983
SEE US,27/Oct/2010,24/Jan/2011,31/Dec/2010,27/Oct/2010,3698.0432,13.2112481,Industrial Goods & Services,General Industrials,-0.001712328767123128,0.011415525114155223,1.1676818195349943,1.0202531129218124,0.011571061831611256
SEIC US,27/Jan/2010,28/Apr/2010,31/Mar/2010,27/Jan/2010,3550.4353,13.25934765,Financial Services,Financial Services,-0.006751054852320637,0.0016877637130801038,1.4058731457436588,1.0531053503877734,0.012367869444362288
SEIC US,28/Apr/2010,21/Jul/2010,30/Jun/2010,28/Apr/2010,4227.385,22.606715700000002,Financial Services,Financial Services,0.03236797274275971,0.05792163543441209,1.5506401011915791,1.0334135202398333,0.010674038835671048
SEIC US,21/Jul/2010,20/Oct/2010,30/Sep/2010,21/Jul/2010,3892.2448,14.82632449,Financial Services,Financial Services,-0.015561015561015523,-0.02375102375102367,1.1600717136782936,0.9604133055568609,0.020465162740352684
SEIC US,20/Oct/2010,26/Jan/2011,31/Dec/2010,20/Oct/2010,4105.2861,12.25793524,Financial Services,Financial Services,0.007217321571772128,0.020850040096230815,1.0656606167991571,1.0977840190984411,0.013349026274275703
SF US,10/Feb/2010,29/Apr/2010,31/Mar/2010,10/Feb/2010,1532.6398,9.228449594,Financial Services,Financial Services,0.0013140604467805073,0.007008322382829668,1.4806680264141039,0.9738929531977107,0.01501513944485032
SF US,29/Apr/2010,10/Aug/2010,30/Jun/2010,29/Apr/2010,1748.6918,12.461134699999999,Financial Services,Financial Services,-0.0072618539085860245,-0.015378043571123268,1.0617547421331344,1.076221110042446,0.01144405892981075
SF US,10/Aug/2010,09/Nov/2010,30/Sep/2010,10/Aug/2010,1680.1848,12.60403061,Financial Services,Financial Services,0.03947958725886025,0.03454463885150294,0.8165843756857583,0.9900233125289727,0.021447558335856345
SF US,09/Nov/2010,15/Feb/2011,31/Dec/2010,09/Nov/2010,1926.6072,8.302537996,Financial Services,Financial Services,0.031066330814441878,0.07682619647355171,0.8179862070477819,1.1897788694495361,0.018816767797968446
SFG US,28/Jan/2010,22/Apr/2010,31/Mar/2010,28/Jan/2010,2078.3843,10.79868443,Insurance,Life Insurance,0.006528189910979254,0.015430267062314318,1.600672930023342,1.0489370932754882,0.015042767023266353
SFG US,22/Apr/2010,22/Jul/2010,30/Jun/2010,22/Apr/2010,2335.2539,10.03445535,Insurance,Life Insurance,-0.009218359900134643,-0.003840983291722777,1.7750645793242144,1.0299719204004394,0.012328760856148523
SFG US,22/Jul/2010,21/Oct/2010,30/Sep/2010,22/Jul/2010,1869.1651,10.34362028,Insurance,Life Insurance,-0.04735429447852779,-0.054831288343558326,1.329334614541715,0.8382977320340678,0.01980609269212392
SFG US,21/Oct/2010,28/Jan/2011,31/Dec/2010,21/Oct/2010,1834.0739999999998,7.535928482,Insurance,Life Insurance,0.020470206728820495,0.03486015403323872,0.9815512026078529,1.1046231913544047,0.011444852441493554
SFL US,26/Feb/2010,20/May/2010,31/Mar/2010,26/Feb/2010,1228.7169999999999,4.667513447,Industrial Goods & Services,Industrial Transportation,0.003913043478261047,-0.04391304347826086,2.7140841457157516,1.0536887376530082,0.021398225909214193
SFL US,20/May/2010,26/Aug/2010,30/Jun/2010,20/May/2010,1332.465,9.985461855,Industrial Goods & Services,Industrial Transportation,0.0008714596949890296,-0.03529411764705881,1.8285350483425413,0.8496465117376988,0.0308772653826002
SFL US,26/Aug/2010,23/Nov/2010,30/Sep/2010,26/Aug/2010,1391.0175,5.187074198,Industrial Goods & Services,Industrial Transportation,-0.00045662100456611565,-0.021917808219178103,1.6408793549368628,0.8865374808771036,0.023799629023681716
SFL US,23/Nov/2010,18/Feb/2011,31/Dec/2010,23/Nov/2010,1719.3863,4.559795069,Industrial Goods & Services,Industrial Transportation,0.0059880239520957446,-0.036926147704590906,1.6140548597604205,1.0854111764308398,0.012458780502289542
SFLY US,29/Apr/2010,29/Jul/2010,30/Jun/2010,29/Apr/2010,658.3704,4.587023601,Retail,General Retailers,0.025232403718459473,0.04116865869853914,1.9011345218800648,1.0468883205456094,0.016347846132977205
SFLY US,29/Jul/2010,28/Oct/2010,30/Sep/2010,29/Jul/2010,699.0409,5.201361368,Retail,General Retailers,0.033898305084745894,0.06658595641646481,1.5716064757160648,0.9833597464342314,0.01858081962128023
SFLY US,28/Oct/2010,03/Feb/2011,31/Dec/2010,28/Oct/2010,699.2387,4.131855653,Retail,General Retailers,0.061202185792349706,0.07431693989071042,1.8631205673758866,1.1435097068899887,0.021853369320465034
SFSF US,05/Feb/2010,04/May/2010,31/Mar/2010,05/Feb/2010,1116.5053,6.078234019,Technology,Software & Computer Services,-0.7816091954022988,-0.6436781609195402,2.646376811594203,0.9211391018619933,0.02515084221120511
SFSF US,04/May/2010,27/Jul/2010,30/Jun/2010,04/May/2010,1551.7822,9.761944136,Technology,Software & Computer Services,0.1454545454545455,0.32727272727272716,2.2408930669800236,1.1305715783953854,0.022821112501826
SFSF US,27/Jul/2010,03/Nov/2010,30/Sep/2010,27/Jul/2010,1621.8115,11.48236558,Technology,Software & Computer Services,-0.20879120879120872,-0.1428571428571428,1.9268953068592058,1.0459016393442622,0.02880984269154174
SFSF US,03/Nov/2010,10/Feb/2011,31/Dec/2010,03/Nov/2010,2028.4526,21.41966339,Technology,Software & Computer Services,-0.010204081632653184,0.061224489795918435,1.6562091503267973,1.1041831097079715,0.021496098510644997
SFYWQ US,18/Feb/2010,06/May/2010,31/Mar/2010,18/Feb/2010,1085.0633,8.564780368,Oil & Gas,Oil & Gas Producers,0.04357418643132904,0.15002757859900706,2.5119521912350598,1.1490880253766853,0.02892847720385206
SFYWQ US,06/May/2010,05/Aug/2010,30/Jun/2010,06/May/2010,1194.0232,12.25936221,Oil & Gas,Oil & Gas Producers,-0.005171603196990948,-0.02350728725905027,1.8723756906077347,0.9389200354086751,0.027365605086733094
SFYWQ US,05/Aug/2010,04/Nov/2010,30/Sep/2010,05/Aug/2010,1037.7698,10.03219534,Oil & Gas,Oil & Gas Producers,0.0030364372469635637,0.028340080971659853,1.4441356309060591,1.0561970746728253,0.03199598944278828
SFYWQ US,04/Nov/2010,24/Feb/2011,31/Dec/2010,04/Nov/2010,1282.0419,10.3002066,Oil & Gas,Oil & Gas Producers,0.007851934941110361,0.033651149747616405,1.1711297071129707,1.2090032154340837,0.022092525245319048
SGEN US,10/Feb/2010,28/Apr/2010,31/Mar/2010,10/Feb/2010,964.1009,4.046742828,Health Care,Pharmaceuticals & Biotechnology,-0.3120728929384966,-0.24487471526195914,1.0255924170616113,0.9214417744916821,0.02787765158135953
SGEN US,28/Apr/2010,28/Jul/2010,30/Jun/2010,28/Apr/2010,1139.5639999999999,4.314196631000001,Health Care,Pharmaceuticals & Biotechnology,0.00940438871473348,0.0987460815047021,1.2632719393282774,1.023156089193825,0.021161695692919927
SGEN US,28/Jul/2010,02/Nov/2010,30/Sep/2010,28/Jul/2010,1290.6688,5.270537695,Health Care,Pharmaceuticals & Biotechnology,0.1508771929824564,0.1871345029239766,1.0491803278688525,0.9593749999999999,0.02273215308994009
SGEN US,02/Nov/2010,09/Feb/2011,31/Dec/2010,02/Nov/2010,1582.0451,20.15115816,Health Care,Pharmaceuticals & Biotechnology,0.10122164048865634,0.1815008726003493,1.735195530726257,0.9104958145524792,0.03814592965257286
SGMS US,01/Mar/2010,07/May/2010,31/Mar/2010,01/Mar/2010,1440.0248,9.772850227000001,Travel & Leisure,Travel & Leisure,-0.19590958019375682,-0.3530678148546825,1.3935052531041068,1.063742289239205,0.02283207598542344
SGMS US,07/May/2010,06/Aug/2010,30/Jun/2010,07/May/2010,1274.9695,8.686899476,Travel & Leisure,Travel & Leisure,-0.11341853035143767,-0.23482428115015974,0.7189542483660131,0.7909090909090909,0.014457367127082694
SGMS US,06/Aug/2010,29/Oct/2010,30/Sep/2010,06/Aug/2010,1027.6725,8.582220299,Travel & Leisure,Travel & Leisure,0.07058823529411762,0.021568627450980316,0.5052689961175817,1.295312843029638,0.036844692840131116
SGMS US,29/Oct/2010,02/Mar/2011,31/Dec/2010,29/Oct/2010,800.8357,4.905276334,Travel & Leisure,Travel & Leisure,-0.08677685950413216,-0.2520661157024793,0.6837370242214533,0.8016194331983805,0.020243719883860905
SHAW US,08/Apr/2010,12/Jul/2010,30/Jun/2010,08/Apr/2010,2995.2133,19.81255701,Construction & Materials,Construction & Materials,-0.03176567656765672,-0.0119636963696369,1.2491013659237957,0.9968345323741007,0.011591797371040775
SHAW US,12/Jul/2010,28/Oct/2010,30/Sep/2010,12/Jul/2010,2928.6706,22.13041716,Construction & Materials,Construction & Materials,-0.010483870967741837,-0.01814516129032251,1.2867704280155643,1.0486846084064105,0.023883841637090755
SHAW US,28/Oct/2010,07/Jan/2011,31/Dec/2010,28/Oct/2010,2607.7667,19.21640441,Construction & Materials,Construction & Materials,-0.014993752603081889,-0.09204498125780913,1.3063133281371786,0.9212410501193317,0.013673394888569335
SHLDQ US,23/Feb/2010,20/May/2010,31/Mar/2010,23/Feb/2010,10840.4288,91.19257657,Retail,General Retailers,0.030719853278312836,0.0729023383768912,2.763326726476111,0.9473780244187108,0.0181571165088944
SHLDQ US,20/May/2010,19/Aug/2010,30/Jun/2010,20/May/2010,10185.7494,56.62072322,Retail,General Retailers,-0.02551834130781505,-0.06858054226475285,1.9453057575697945,0.8230480209251578,0.031441172981323866
SHLDQ US,19/Aug/2010,18/Nov/2010,30/Sep/2010,19/Aug/2010,7010.6763,50.6678023,Retail,General Retailers,-0.033129904097646046,-0.17829119442022667,0.9389591732265818,0.9845768106985029,0.02515482887951553
SHLDQ US,18/Nov/2010,24/Feb/2011,31/Dec/2010,18/Nov/2010,7048.2904,29.49041586,Retail,General Retailers,-0.3986125933831377,-0.4994663820704376,1.0341409030487545,0.8479777917834574,0.018343760948784697
SHLM US,01/Apr/2010,08/Jul/2010,30/Jun/2010,01/Apr/2010,645.7413,4.111653027,Chemicals,Chemicals,0.0005205622071837723,0.0020822488287350893,1.7551334889488657,0.9462358888040358,0.012437592164001745
SHLM US,08/Jul/2010,25/Oct/2010,30/Sep/2010,08/Jul/2010,652.015,3.491495678,Chemicals,Chemicals,0.01651571656899331,0.02983484283431026,1.170039285449559,1.0507380424453594,0.028284971003869615
SHLM US,25/Oct/2010,06/Jan/2011,31/Dec/2010,25/Oct/2010,701.1287,3.364376708,Chemicals,Chemicals,-0.007117437722419795,-0.005083884087442758,1.0746765224282337,1.1509068139775855,0.02285651321108647
SHOO US,25/Feb/2010,04/May/2010,31/Mar/2010,25/Feb/2010,761.4869,6.16830659,Personal & Household Goods,Personal Goods,0.044334975369458185,0.07717569786535283,2.467329859466288,1.0493549047716566,0.01826618971169415
SHOO US,04/May/2010,29/Jul/2010,30/Jun/2010,04/May/2010,1020.0098,14.49687604,Personal & Household Goods,Personal Goods,0.023391812865496853,0.10672514619883033,1.7417315086466096,1.1354244044318431,0.022902237368283535
SHOO US,29/Jul/2010,02/Nov/2010,30/Sep/2010,29/Jul/2010,1059.0927,7.900175484,Personal & Household Goods,Personal Goods,0.02872062663185382,0.060052219321149014,1.5430347185607696,1.1667684852501112,0.02492757962337022
SHOO US,02/Nov/2010,22/Feb/2011,31/Dec/2010,02/Nov/2010,1120.7849,9.719873565,Personal & Household Goods,Personal Goods,0.009367681498828828,0.022248243559718883,1.6686512066835977,0.9863603852359487,0.021755778344662757
SHW US,26/Jan/2010,22/Apr/2010,31/Mar/2010,26/Jan/2010,7121.1961,50.80440405,Construction & Materials,Construction & Materials,0.011497064579256255,0.07705479452054798,1.282009162000833,1.0130659977260832,0.009607604105047702
SHW US,22/Apr/2010,22/Jul/2010,30/Jun/2010,22/Apr/2010,8691.8467,67.63899906,Construction & Materials,Construction & Materials,0.006625441696112899,0.07155477031802127,1.1512636152841915,1.20636720601178,0.006727939416635338
SHW US,22/Jul/2010,26/Oct/2010,30/Sep/2010,22/Jul/2010,7339.0835,76.79302901,Construction & Materials,Construction & Materials,-0.00020210185933722258,0.0004042037186742231,1.3760245697305706,0.8749384040117104,0.014367241644333962
SHW US,26/Oct/2010,25/Jan/2011,31/Dec/2010,26/Oct/2010,7827.4619999999995,54.42248103,Construction & Materials,Construction & Materials,-0.0035615354174909353,-0.02235852789869397,1.3458150657632524,0.9666829549997779,0.011431943957821452
SIAL US,10/Feb/2010,22/Apr/2010,31/Mar/2010,10/Feb/2010,5874.3101,26.57487592,Chemicals,Chemicals,-0.0037700282752121117,-0.014765944077913984,1.322031056293311,0.9460663737698647,0.014264594480204366
SIAL US,22/Apr/2010,22/Jul/2010,30/Jun/2010,22/Apr/2010,7160.5305,29.60533803,Chemicals,Chemicals,0.008714596949891185,0.01867413632119508,1.3062790520460261,1.0855719477549686,0.00778552464084125
SIAL US,22/Jul/2010,21/Oct/2010,30/Sep/2010,22/Jul/2010,6597.6372,31.85392356,Chemicals,Chemicals,0.002135448444173349,0.0057962172056131855,1.0801815431164903,1.0212200699488834,0.015862697594448277
SIAL US,21/Oct/2010,09/Feb/2011,31/Dec/2010,21/Oct/2010,7561.7732,29.14093909,Chemicals,Chemicals,0.024658348187759804,0.04872251931075455,1.1158873030132075,1.0456223730891592,0.012752610893972546
SIG US,25/Mar/2010,27/May/2010,31/Mar/2010,25/Mar/2010,2434.6669,6.560027164,Retail,General Retailers,0.008121827411167626,0.07512690355329976,2.3231404158710323,0.9878903349949243,0.013995999921216796
SIG US,27/May/2010,26/Aug/2010,30/Jun/2010,27/May/2010,2700.7090000000003,14.87870748,Retail,General Retailers,0.04798551380715255,0.09325486645540959,1.877710843373494,0.9348732755854989,0.02276026540244566
SIG US,26/Aug/2010,23/Nov/2010,30/Sep/2010,26/Aug/2010,2456.2982,6.0869596029999995,Retail,General Retailers,0.01249496170898845,0.02498992341797668,1.2444818388500027,0.9434966483500675,0.02264177413486619
SIG US,23/Nov/2010,30/Mar/2011,31/Dec/2010,23/Nov/2010,3395.5737,14.17421181,Retail,General Retailers,0.026937269372693695,0.08819188191881921,1.2973116583365158,1.1584323161990577,0.013822227710759761
SII US,27/Jan/2010,28/Apr/2010,31/Mar/2010,27/Jan/2010,7662.3247,91.74278575,Oil & Gas,"Oil Equipment, Services & Distribution",-0.005286343612334821,0.09251101321585908,1.2282352407726487,1.1365168435625288,0.017977195602666845
SII US,28/Apr/2010,03/Aug/2010,30/Jun/2010,28/Apr/2010,11876.1782,177.3974242,Oil & Gas,"Oil Equipment, Services & Distribution",-0.014705882352941235,0.016176470588235237,1.6356027423723334,1.1482467959765612,0.021595315936174145
SII US,03/Aug/2010,,30/Sep/2010,03/Aug/2010,10855.3365,163.93204630000002,Oil & Gas,"Oil Equipment, Services & Distribution",0.0020026702269690944,0.05473965287049398,1.4742139544333868,1.1576994434137293,0.02252781619612495
SINA US,04/Mar/2010,18/May/2010,31/Mar/2010,04/Mar/2010,2268.3212,28.66016783,Technology,Software & Computer Services,-0.03179551122194513,-0.012468827930174564,1.85736180107811,1.08063419800509,0.022217744794468995
SINA US,18/May/2010,05/Aug/2010,30/Jun/2010,18/May/2010,2108.5888,30.79802192,Technology,Software & Computer Services,0.03253529772866792,0.050951503990178004,1.3643047101712862,0.9655615759022869,0.025161535595988126
SINA US,05/Aug/2010,17/Nov/2010,30/Sep/2010,05/Aug/2010,2590.8112,20.92274662,Technology,Software & Computer Services,0.055928411633109576,0.0732662192393736,1.0464645757490898,1.3250132127350698,0.02302260236060731
SINA US,17/Nov/2010,02/Mar/2011,31/Dec/2010,17/Nov/2010,3471.7624,45.89655216,Technology,Software & Computer Services,0.004491017964071808,0.031936127744510934,1.2013335314248241,1.1157975312959099,0.025847575386788973
SIRI US,25/Feb/2010,04/May/2010,31/Mar/2010,25/Feb/2010,4156.5958,49.30697126,Media,Media,-0.1842105263157895,-0.9736842105263158,4.267487046632124,1.5670056154196386,0.0413746132614193
SIRO US,08/Feb/2010,05/May/2010,31/Mar/2010,08/Feb/2010,1855.8556,8.943563493,Health Care,Health Care Equipment & Services,0.027539503386004416,0.0776523702031604,2.560594214229867,1.0283969465648855,0.013736629810973228
SIRO US,05/May/2010,03/Aug/2010,30/Jun/2010,05/May/2010,2048.3437,14.99274731,Health Care,Health Care Equipment & Services,0.007386130488305387,0.055395978662289735,1.9287863590772316,0.9641185647425896,0.014101710718783437
