Europe,Date,Revision,Market cap,Volume
ISAT LN,03/11/2016,0.066703704,4532.3729,19.48520019
DPW GR,08/11/2016,0.026236292,38468.2852,75.40164482
ARL GR,10/11/2016,-0.006953266,2123.5805,9.742948124
CLN SW,28/07/2016,-0.013348144,5794.6357,26.35428398
FME GR,27/10/2016,0.015300277,24898.0303,46.49523163
BATS LN,29/07/2015,0.002695913,107184.5863,124.2147889
MF FP,08/09/2015,-0.010368352,6074.0234,7.65002385
EDP PL,03/11/2016,0.00093149,11820.7513,15.36438362
AXFO SS,20/10/2016,-0.00366941,3549.0941,12.93704274
UTDI GR,15/11/2016,-0.020717178,8140.7605,15.72639131
CAST SS,12/10/2016,-0.006258354,3780.7102,8.951390928
NOVOB DC,28/10/2016,-0.023387295,89062.4979,146.0409573
IPN FP,31/07/2015,0.045316718,5352.4948,3.34111981
VPK NA,20/04/2016,0.028115817,6893.1653,15.59723829
FORTUM FH,25/10/2016,-0.005509079,14861.116,28.24244358
BWY LN,13/10/2015,0.055224474,4586.3702,6.845006769
TW/ LN,29/07/2015,0.012383396,9423.0615,45.10678574
STJ LN,29/07/2015,-0.072590929,7953.7546,17.46774978
EOAN GR,09/11/2016,0.00902747,14000.1654,79.19347131
SCYR SM,10/11/2016,0.05760468,1141.72,8.241899787
ANA SM,04/11/2016,0.069082662,4284.5133,9.054142825
BAS GR,27/10/2016,0.007769061,79930.5184,191.5549647
STAN LN,23/02/2016,-0.689839572,18714.0082,63.39353903
SSABA SS,28/10/2016,0.178116656,2893.4276,15.32101273
INF LN,28/07/2015,0.002621777,5835.4398,5.675484664
FINGB SS,27/10/2016,-0.017500246,2988.3507,76.76919413
HMB SS,30/09/2016,-0.01991752,46678.2535,71.24519339
RPC LN,25/11/2015,0.023977169,2739.7344,6.696879529
NDA GR,14/12/2016,-0.007011988,2521.529,9.180261368
ANDR AV,04/11/2016,-0.002598962,5561.3236,5.691427925
BP/ LN,01/11/2016,-0.012449393,106953.9329,168.6548728
RUI FP,10/03/2016,0.019843101,3319.3194,5.2652699
SKY LN,28/07/2016,-0.010452962,20424.1111,49.9603763
ASHM LN,08/09/2015,-0.076923077,2795.636,4.543485684
SCMN SW,03/11/2016,0.001880737,23780.9072,50.2378461
RCO FP,26/11/2015,0.003009631,3395.383,8.582974852
WDH DC,14/08/2015,-0.008424917,4280.3992,5.12066217
RNO FP,30/07/2015,-0.000141533,26827.8578,108.8829028
DTE GR,10/11/2016,-0.014931952,72889.6136,134.1352556
INVEB SS,19/10/2016,0.001642651,27497.9331,36.06086467
VK FP,09/11/2016,-0.170346642,2018.3328,33.3022933
UHR SW,16/07/2015,-0.014187095,23299.8394,74.29937982
QQ/ LN,19/11/2015,0.003122674,2339.2506,4.459894368
BESI NA,27/10/2016,0.085956578,1258.2207,5.584081179
OCDO LN,30/06/2015,-0.055952381,4128.6398,5.820084536
NOVN SW,25/10/2016,-0.027604213,191824.8539,295.4719336
GBLB BB,07/11/2016,0,13444.0566,9.387131566
SMIN LN,23/09/2015,-0.050179211,6264.2356,17.9779635
GN DC,03/11/2016,0.013696286,3151.1994,9.310915961
SIE GR,10/11/2016,-0.01402673,101057.8613,180.5567068
BTG LN,10/11/2015,-0.006921623,3011.5741,6.412470108
PSG SM,03/11/2016,-0.040507613,4176.5866,5.040189539
JYSK DC,27/10/2016,-0.038018637,4509.2124,10.27423091
CAP FP,30/07/2015,-0.020413474,16343.043,66.78298718
AGS BB,16/11/2016,0.052966638,8090.1586,18.84051949
EZJ LN,17/11/2015,0.010840108,10335.0982,30.80248274
SHP LN,01/11/2016,0.001163942,50052.698,129.0335995
CNA LN,30/07/2015,-0.00273224,20985.4583,55.95358398
TNET BB,27/10/2016,0.015027399,6238.0139,4.585108413
BRE IM,07/11/2016,-0.002563144,4082.0661,8.512790663
PSM GR,03/11/2016,-0.052421658,8935.7376,33.25606837
FRA GR,03/11/2016,0.037309225,5559.3346,9.766535986
DKSH SW,13/07/2015,0.000428821,4680.7066,5.882255817
HLMA LN,17/11/2015,0.005555556,4684.8102,5.704679355
DC/ LN,16/07/2015,0.029304029,8414.4942,17.38229779
LUX IM,27/10/2015,-0.011953449,35030.4292,43.90248629
NK FP,28/10/2016,0.004072298,5854.7532,3.508380236
ELUXB SS,28/10/2016,0.014762568,7280.13,24.00818414
TEP FP,29/07/2015,0.002258073,3975.6873,7.06579693
TIT IM,04/11/2016,0.036309524,15401.3959,63.13920502
RRS LN,03/11/2016,-0.04163055,8295.1161,56.39177743
SY1 GR,10/05/2016,-0.015122143,8498.7618,12.56184266
ISP IM,04/11/2016,-0.044839811,37332.9585,197.3735534
BOK LN,15/10/2015,0.00625,4813.9537,8.277046927
ICP LN,17/11/2015,0.068002517,2825.0534,4.388260392
MTGB SS,20/10/2016,0.008527562,1892.2032,4.038269431
GNK LN,02/12/2015,0.036230182,4441.8956,7.141332875
BMPS IM,25/10/2016,-0.658952708,942.0318,18.75343308
JM SS,26/10/2016,0.075614793,2084.8383,6.453576713
LCL LN,11/08/2015,-0.076577588,1708.8529,10.22924379
CPG LN,24/11/2015,-0.003558719,26754.61,41.70891366
BVIC LN,25/11/2015,-0.002079002,2791.3192,3.85872867
ETL FP,31/07/2015,0.009322561,6814.087,16.73421258
GNC LN,17/05/2016,-0.022442607,2286.7169,4.527796555
RTO LN,30/07/2015,-0.017208672,4090.8747,5.456307172
OML LN,06/08/2015,0.009708738,17538.027,42.60515359
GSK LN,26/10/2016,0.031368736,96957.2674,168.0823026
BBY LN,12/08/2015,-1.97869102,2822.5802,7.220302684
KINVB SS,26/10/2016,-0.206071626,7181.8073,12.00451969
LONN SW,22/07/2015,-0.015343601,7598.5633,21.55848605
BNR GR,09/11/2016,-0.017392147,7693.8997,12.31205335
UBI IM,11/11/2016,-0.011572029,2448.2474,28.88622921
HER IM,09/11/2016,-0.005395683,3470.6356,3.831185808
MAERSKA DC,02/11/2016,-0.141859497,28461.7772,9.929192989
PROX BB,28/10/2016,-0.009570756,9659.1632,17.53539128
SRG IM,15/11/2016,-0.02082232,13338.1841,54.12294209
SWMA SS,28/10/2016,-0.001697602,6525.6252,17.0790484
MAERSKB DC,02/11/2016,-0.141859497,28461.7772,34.55028411
MAN GR,27/10/2015,0.112476888,15271.313,8.514369318
HOLMB SS,26/10/2016,0.01674171,2942.5948,4.331280398
ENGI FP,29/07/2015,-0.018963594,45389.1202,71.23435541
ATCOB SS,20/10/2016,0.03169822,36867.5527,13.62543543
MUV2 GR,09/11/2016,-0.006067771,30880.9838,98.56091304
PAGE LN,13/08/2015,0.004926108,2778.4887,3.163396777
RO SW,23/07/2015,-0.006185296,251135.3156,7.244092214
IFX GR,23/11/2016,-0.01743462,20131.9542,64.59117333
TRYG DC,11/10/2016,0.002705747,5787.6771,6.941707223
FHZN SW,03/09/2015,-0.046129464,4439.9636,7.763855895
ORNBV FH,25/10/2016,0.069119838,5721.7358,6.932312724
BAB LN,24/11/2015,-0.014395372,7864.703,12.64033965
PST IM,10/11/2016,0.014613896,8658.2475,13.95738628
TRELB SS,25/10/2016,0.006380805,4837.4243,10.51980713
KGF LN,15/09/2015,0.001925831,12385.664,35.36341519
RIO LN,06/08/2015,0.035365514,72564.5745,175.3965117
NCCB SS,28/10/2016,0.025421617,2802.3552,5.905095173
AI FP,30/07/2015,0.001190339,43944.3013,124.8939029
HUFVA SS,09/11/2016,-0.000575682,3146.7477,3.679140349
TELIA SS,21/10/2016,0.013673591,19090.5452,40.28174814
ENG SM,18/10/2016,0.008482396,6792.732,24.30192391
SOW GR,20/10/2016,0.004101703,2892.271,7.607908946
GNFT FP,30/09/2015,0,914.9837,9.260682718
MRW LN,10/09/2015,-0.07215324,6161.3342,18.11383716
GET FP,22/07/2015,-0.023654398,8059.4976,12.52742715
BARN SW,04/11/2015,-0.130289042,5866.3345,6.34301905
PWTN SW,25/10/2016,-0.021879943,3286.6596,3.385989775
ULE LN,03/08/2015,-0.000910685,1938.8664,3.455280186
BPE IM,11/11/2016,-0.009219667,2190.0785,27.47762803
ITV LN,28/07/2015,0.00605473,16965.4074,32.70104281
INVP LN,19/11/2015,-0.00670922,7546.7582,5.598254419
NDX1 GR,10/11/2016,-0.056995554,1974.1047,21.26836639
SOBI SS,27/10/2016,-0.099115566,2868.9331,9.932236755
ENI IM,28/10/2016,-0.459402086,53713.0407,228.4365304
PSPN SW,11/11/2016,-0.010085107,4004.8933,6.40476124
DEQ GR,15/11/2016,0.004660242,2162.88,6.285273078
WG/ LN,18/08/2015,-0.023882231,3431.3126,8.841663148
BARC LN,27/10/2016,0.173051948,39281.2529,109.2708012
BOL FP,28/08/2015,0.174519231,15155.5127,6.592042209
ZURN SW,10/11/2016,-0.003988582,39808.5834,118.5658222
GEN DC,03/11/2016,0.526924094,9590.0903,32.8013604
SBMO NA,06/08/2015,-0.100415959,2452.5409,11.66361511
RI FP,27/08/2015,-0.056015501,27496.5949,58.99206756
DUE GR,10/11/2016,-0.002450674,2690.7501,10.1351598
HO FP,23/02/2016,0.021872696,16491.1772,30.18589143
SW FP,19/11/2015,0.048808698,14865.2107,21.15461482
HWDN LN,23/07/2015,0.012834821,4793.7415,8.309194505
TSCO LN,07/10/2015,-0.071343194,24554.4426,63.40837437
VIV FP,10/11/2016,0.051755816,25439.2829,60.12592141
UHRN SW,16/07/2015,-0.01389742,23299.8394,6.037973099
GEBN SW,28/10/2016,0.011010492,15524.1123,34.00831511
A3M SM,20/10/2016,0.004516332,2334.76,4.987307235
SPM IM,26/10/2016,-0.131135813,4608.5508,31.36328551
TATE LN,05/11/2015,-0.002406489,4317.1922,11.27372093
GFS LN,12/08/2015,-0.024236237,6552.1591,13.42696955
GFRD LN,16/09/2015,-0.026182432,2176.1787,3.3041882
SKAB SS,28/10/2016,0.043510747,9024.5485,20.57765953
LOGN SW,26/10/2016,0.0163921,4312.4194,13.77273934
ZC FP,24/11/2015,-0.141796084,6942.2282,19.98545238
RDSA LN,01/11/2016,-0.008382031,213870.3456,132.2091052
SEBA SS,20/10/2016,0.010862368,22273.7719,52.76613349
LR FP,10/11/2016,0.001086199,15678.5672,26.87140261
SAN SM,26/10/2016,0.029387125,70217.5919,270.6355906
ITX SM,14/12/2016,-0.003672448,106265.37,153.122003
TRE SM,10/11/2016,0.005636772,2054.5763,11.4129029
AMS SW,25/10/2016,-0.114362413,2230.9934,12.07870785
APAM NA,08/11/2016,-0.013259497,3470.884,16.01800218
SZG GR,10/11/2016,-0.006711142,1907.1954,7.664757032
DUFN SW,03/11/2016,-0.006776595,7037.5693,18.91927834
HL/ LN,09/09/2015,-0.0325,8693.9058,10.15573705
UCB BB,28/07/2016,0.002081779,15073.9499,19.26838305
GRF SM,08/11/2016,-0.008780889,12387.6518,14.43806611
PGHN SW,08/09/2015,0.033831657,8991.7341,11.63835412
JMAT LN,19/11/2015,-0.020890476,8444.6849,18.90031019
SPSN SW,19/05/2016,0.020646581,5973.1468,11.92880069
HIK LN,19/08/2015,0.007198494,7677.4036,13.20829494
DIA SM,25/10/2016,-0.033981783,3464.8359,18.0245788
CEY LN,31/10/2016,-0.115204577,2223.0828,13.17191997
KESKOB FH,26/10/2016,0.080932193,4870.8093,7.871722882
HELN SW,01/09/2015,-0.018125772,5181.2655,7.914956973
WMH LN,07/08/2015,-0.010771332,5246.9542,14.74002753
ASC LN,20/10/2015,0.022018349,4093.6423,42.79150922
EO FP,24/07/2015,-0.022456836,4912.0973,30.29492511
CGCBV FH,25/10/2016,-0.030564724,2590.612,4.225161544
GLEN LN,19/08/2015,-0.226201244,32523.9592,149.1949222
BUCN SW,30/07/2015,-0.022859952,2476.4321,3.149485287
AMEAS FH,20/10/2016,-0.011090383,3451.7739,8.600429766
YIT FH,27/10/2016,-0.012713878,1033.7452,3.712211459
AKERBP NO,31/10/2016,0.295423655,5416.6688,5.530768214
PNDORA DC,01/11/2016,0.022036511,14447.4865,53.09175029
SAP GR,21/10/2016,-0.01194971,108966.0324,170.8930738
OR FP,29/07/2016,-0.000470486,108690.8029,107.8953892
NDA SS,26/10/2016,-0.001026849,43183.244,71.66303621
CARLB DC,11/11/2015,-0.014702475,13084.1961,22.04264041
KSP ID,24/08/2015,0.023522334,4135.144,7.984790716
ASML NA,19/10/2016,-0.005059625,45089.8337,101.3325047
VOE AV,10/11/2016,0.004676837,6520.2104,8.941748796
FP FP,28/10/2016,0.00364898,122816.3672,253.1354877
ING FP,30/07/2015,0.022485104,7350.0126,24.13481519
TOM2 NA,21/10/2016,-0.083255406,1992.6698,16.55051133
NZYMB DC,26/10/2016,-0.016768002,11545.6495,15.24980967
SGO FP,30/07/2015,-0.047585172,26565.0684,103.1186422
EVD GR,24/11/2016,-0.004554171,3008.2257,4.077806192
AKZA NA,19/10/2016,-0.008605426,16714.3026,36.95526818
REC IM,27/10/2016,0.008305491,6099.9247,11.10199451
OMV AV,09/11/2016,0.135790556,10203.1039,11.71927381
IAG LN,28/10/2016,-0.007515467,11294.7059,57.84703342
SKFB SS,26/10/2016,-0.003182022,7503.2708,33.3192716
EI FP,30/07/2015,-0.018741966,27808.5705,71.59298345
SYDB DC,02/11/2016,-0.013227386,2153.2068,3.751688422
CBK GR,04/11/2016,-0.130467837,8324.1334,72.35425419
AVV LN,10/11/2015,-0.066384031,1957.788,4.374230545
FRES LN,04/08/2015,-0.109102105,7428.8825,10.25832916
WDI GR,16/11/2016,-0.012827296,5857.9824,16.41283412
IBE SM,26/10/2016,0.004157346,43229.7066,110.9082068
DMGT LN,25/11/2015,-0.070146819,3617.235,8.022752034
BNZL LN,24/08/2015,-0.011918228,8813.6314,13.6923924
AV/ LN,06/08/2015,0.019236702,33432.5298,93.75793975
MTX GR,25/10/2016,0.026179337,5270.1723,11.02056061
PHNX LN,20/08/2015,0.761080096,3144.9922,4.193355962
AGK LN,06/08/2015,-0.076828949,4495.6365,15.955792
PFG LN,28/07/2015,0.002075235,6854.034,11.21454282
LLOY LN,26/10/2016,0.005052083,48817.026,117.4379892
ORP FP,23/09/2015,-0.018048015,4811.4712,7.406430458
RDW LN,08/09/2015,0.022312373,2777.4782,3.89290887
SAND SS,24/10/2016,0.03483096,14059.4694,37.54778119
KCR FH,26/10/2016,-0.108742276,2115.4708,6.517860324
MC FP,29/07/2015,-0.014853627,93041.8503,173.8899641
SECUB SS,08/11/2016,0.001810404,5306.6428,16.06433727
LUPE SS,02/11/2016,-0.092437137,6142.7254,10.63738175
A2A IM,10/11/2016,0.027472527,3852.2012,10.41332304
NEX FP,28/07/2016,0.080224984,2055.7878,6.841238815
LSE LN,05/08/2015,0.004602323,14242.4034,27.36360608
UMI BB,31/07/2015,-0.028953314,4912.0913,18.65152612
PRU LN,11/08/2015,-0.002255127,63133.8382,94.41688472
BVI FP,01/09/2015,-0.020071901,9717.3791,14.86165508
OTE1V FH,28/10/2016,-0.092649217,821.3731,4.010044488
BBVA SM,27/10/2016,0.000797265,47277.0818,210.0896398
BGN IM,08/11/2016,0.019018528,2718.2171,5.055584808
REL LN,23/07/2015,-0.012476833,36423.1886,48.9841046
SBRY LN,11/11/2015,0.009259259,7405.0241,29.52081168
SOON SW,16/11/2015,-0.035779678,8164.9339,23.22630324
JUP LN,29/07/2015,0.012589928,3235.4601,6.273082825
EVR LN,27/08/2015,-0.124343557,1713.9263,3.324392307
ALO FP,05/11/2015,-0.180334342,9843.7267,33.79284051
RMV LN,29/07/2015,0.026144779,5382.635,7.324298807
BEI GR,04/11/2015,0.011533675,23956.63,35.98068795
UBXN SW,04/09/2015,-0.018901782,1328.6403,5.562055837
ACKB BB,28/08/2015,0.013852158,4825.2261,5.407205058
WRT1V FH,25/10/2016,-0.044322517,8446.5384,17.27292717
STMN SW,20/08/2015,0.009678457,4830.1951,6.759183038
IMB LN,03/11/2015,-0.00598035,51805.4618,119.9205944
BOL SS,20/10/2016,0.068533344,6398.8075,30.95471994
SAF FP,30/07/2015,0.045168436,30724.0961,63.01504131
AD NA,17/11/2016,-0.00333688,27078.5022,75.11277862
SDF GR,10/11/2016,-0.052699229,4137.3897,23.13521509
HSBA LN,07/11/2016,0.038967538,153277.9487,241.5239969
IHG LN,30/07/2015,-0.007866244,10093.9309,26.49533933
SXS LN,30/07/2015,-0.057049148,3671.4135,6.734665553
RWE GR,14/11/2016,0.071821993,7759.8563,70.6812395
KN FP,09/11/2016,0.01247119,15982.863,22.65842873
FGR FP,27/08/2015,-0.000891934,5742.237,13.12912927
COB LN,06/08/2015,-0.018386304,4946.6343,11.01719026
HEN GR,08/11/2016,0.002061772,50424.9539,8.487502138
SAL IM,12/11/2015,-0.022750456,2194.09,4.284686706
ENEL IM,10/11/2016,0.025496032,40370.4475,129.4838059
RBI AV,16/11/2016,0.079345428,5158.0764,10.00459614
BKIA SM,26/10/2016,-0.037683558,9966.1928,19.39422843
CABK SM,28/10/2016,0.019743882,17806.8283,95.35232237
MMB FP,31/07/2015,-0.028170065,3858.1311,11.36341921
SCHN SW,25/10/2016,0.011772155,20050.6137,5.794527799
CHR DC,27/10/2016,0.013301088,7875.7166,9.96960204
BKT SM,20/10/2016,0.001610263,6736.1402,13.62174239
BAER SW,20/07/2015,0.051932292,12393.8489,32.71892066
SSE LN,11/11/2015,-0.012129017,22074.0534,48.03618953
KAZ LN,20/08/2015,-0.128571429,1242.4916,6.232658681
SREN SW,03/11/2016,0.027683823,33540.7027,109.9142009
SAX GR,10/11/2016,-0.034139647,2320.0013,7.122212398
HUSQB SS,20/10/2016,-0.006335119,4685.0671,8.249722753
US IM,11/11/2016,0.02637987,5494.6507,15.98788668
SZU GR,13/10/2016,0.008642732,5556.1115,9.619438669
DWNI GR,15/11/2016,0.013455932,10215.9305,34.7079457
VOLVB SS,21/10/2016,-0.042460675,22636.4802,57.67647656
SUN SW,27/07/2015,-0.129734327,3381.6479,10.32530588
ABE SM,26/10/2016,0.020549398,14740.8034,52.30054335
SMWH LN,15/10/2015,0.005376344,2878.4221,5.386041804
EDEN FP,24/07/2015,-0.009099265,6011.6444,13.43593107
CAPC LN,29/07/2015,-0.104761905,5968.2067,6.356723739
BBA LN,05/08/2015,-0.024713584,2190.6396,3.091425399
ICA SS,09/11/2016,0.001196814,6403.9624,8.431842948
GLB ID,19/08/2015,0.026085143,6049.4412,5.97937683
BA/ LN,30/07/2015,-0.006240355,23329.0021,53.91945848
PARG SW,07/11/2016,0.027649637,5548.025,3.748390589
PRY IM,09/11/2016,-0.00356066,5296.2238,19.40944674
RDSB LN,01/11/2016,-0.008382031,213870.3456,144.8518863
EXPN LN,10/11/2015,-0.015638539,17406.6005,30.47153163
RXL FP,28/10/2016,-0.010602567,4437.9272,11.4576811
TCG LN,23/11/2016,-0.038095238,1512.1639,3.842833237
MCRO LN,08/07/2015,0.010086455,4571.0414,5.885718183
BMW GR,04/11/2016,0.01249156,54164.5429,117.2735799
S92 GR,10/11/2016,-0.097175349,869.2107,4.871551864
BN FP,24/07/2015,-0.003642786,44463.2937,110.1445357
CBG LN,22/09/2015,-0.004728132,3396.1421,5.354229857
RBS LN,28/10/2016,0.000763011,27820.8246,44.14743209
AC FP,30/07/2015,-0.017867569,11553.8214,55.28503861
HOT GR,03/11/2016,0.028571482,8707.7005,8.275130079
TEF SM,27/10/2016,0.005764358,48882.6772,151.0799179
WCH GR,27/10/2016,-0.009252582,4585.4954,13.81866623
MGGT LN,04/08/2015,-0.013385741,6114.987,19.39900536
UU/ LN,25/11/2015,0.006652922,9821.027,18.3923436
AGL IM,12/05/2016,-0.001943005,2207.2079,4.094795674
BEKB BB,26/02/2016,0.009968283,2101.66,3.657721076
WEIR LN,30/07/2015,-0.057456951,5185.6136,23.54066128
COLOB DC,03/11/2016,-0.019236752,14410.0965,15.03862804
INGA NA,03/11/2016,0.034341325,50984.0184,185.3181109
ATCOA SS,20/10/2016,0.03169822,36867.5527,48.63376566
CON GR,10/11/2016,-0.008804101,35137.595,87.00506243
MB IM,28/10/2016,0.04772653,6679.8007,26.76066264
AZM IM,10/11/2016,0.031268352,2588.3465,19.94377943
KPN NA,27/10/2016,0.023061105,14013.95,35.61394367
WKL NA,29/07/2015,0.01720522,9901.0111,36.22066259
RHM GR,03/11/2016,-0.014471444,3058.4963,7.646033457
VIS SM,28/10/2016,-0.020460693,2401.4902,6.76589958
DCC LN,10/11/2015,0.030358044,7743.3097,11.14261287
DSM NA,03/11/2016,-0.007557899,11028.483,43.08466948
TPK LN,04/08/2015,-0.017518913,8623.5034,18.08998056
EMG LN,29/07/2015,0.055977919,4310.6015,15.44480364
ADS GR,03/11/2016,-0.001386863,31797.4314,104.910166
SAN FP,28/10/2016,0.018426399,100737.83,162.673037
MRK GR,15/11/2016,0.019487394,43589.9704,43.24632394
BVS LN,17/08/2015,-0.000340504,2435.7306,5.448796866
MEL SM,08/11/2016,-0.001918159,2785.1814,4.962979029
III LN,12/11/2015,-0.068159954,7077.0501,8.307598195
ERF FP,11/05/2015,0.124320552,4531.4167,3.389364456
DB1 GR,28/10/2016,-0.005642419,14606.544,7.89420396
NG/ LN,10/11/2015,0.016957492,51432.0534,92.73353078
WTB LN,20/10/2015,-0.009882465,13771.1915,37.3669814
BAYN GR,26/10/2016,0.004453506,81405.0949,217.0782188
NHH SM,16/11/2016,0.061708452,1466.1922,3.254456635
ADM LN,19/08/2015,0.024944941,6646.4616,12.83170794
HUH1V FH,26/10/2016,-0.03202784,4322.5397,9.716301568
ALV GR,11/11/2016,0.00806547,75338.1473,227.1128208
KBC BB,17/11/2016,0.018426191,24884.1475,51.91246778
METSB FH,02/11/2016,-0.027302406,2034.6138,3.412216038
UNI IM,11/11/2016,0.132128908,2282.9864,14.2980605
ACX SM,27/10/2016,-0.021432668,3512.5155,13.62764409
ASM NA,03/03/2017,0.089855072,3304.3592,13.15867575
DEC FP,03/03/2016,-0.000814996,8737.5913,8.209233944
EKTAB SS,01/12/2016,0.009557276,3109.9096,9.578883929
SUBC NO,10/11/2016,0.522034439,3628.6841,12.19739811
SAMPO FH,03/11/2016,-0.005348204,25173.1671,33.13448753
ALT FP,03/09/2015,-0.01468039,1938.3163,3.066735122
ORA FP,25/10/2016,0.007799801,42485.4976,81.52972397
FRE GR,27/10/2016,0.001059801,41509.1139,70.80573252
SSABB SS,28/10/2016,0.178116656,2893.4276,8.507584379
ATO FP,29/07/2015,0.029098942,7812.0315,34.35492898
SWEDA SS,25/10/2016,0.02327364,26766.0388,48.44323621
BETSB SS,20/10/2016,0.027633144,1512.3589,9.381480127
SPR GR,03/11/2016,-0.024148314,5245.8025,5.563997705
HEXAB SS,28/10/2016,-0.013249871,13997.7921,22.6984901
GAM SW,11/08/2015,-0.055872259,3180.0107,4.098440759
AIR FP,26/10/2016,-0.017974037,46712.3589,99.75813604
UPM FH,25/10/2016,0.099375773,12218.7488,20.27365427
ATL IM,14/11/2016,0.008345247,18357.5251,47.22251006
STERV FH,25/10/2016,0.034412651,7512.6597,20.73234131
ADP FP,30/07/2015,-0.000593595,11793.9266,6.867172029
JMT PL,24/10/2016,0.011483151,11119.7684,13.07187677
FER SM,27/10/2016,-0.046194193,15004.0258,40.11658594
CCL LN,20/12/2016,-0.040248514,37955.2448,34.02486536
PUB FP,24/07/2015,0.004099667,17154.967,67.80289413
ML FP,28/07/2015,-0.022595266,18293.7252,64.2882815
SN/ LN,30/07/2015,-0.003376658,16267.9396,40.0069435
SMDS LN,03/12/2015,0.003787879,5635.0295,9.967047429
REE SM,26/10/2016,-0.000576065,11280.0986,31.13725726
LUN DC,02/11/2016,0.310049708,6674.2513,12.40919844
RAND NA,25/10/2016,0.01737238,9351.3913,30.80115282
BB FP,26/10/2016,-0.002329574,6682.0824,5.247370329
LXS GR,10/11/2016,0.007326027,5856.26,21.02939664
OHL SM,15/11/2016,0.010348029,1083.513,7.875655199
BT/A LN,27/10/2016,-0.00621118,45953.2082,91.16494292
TEG GR,10/11/2016,0.041174387,1802.4567,4.338595373
VOD LN,10/11/2015,-0.008295626,89384.2937,135.0620192
PHIA NA,24/10/2016,0.028769358,28182.2771,68.68255116
ITRK LN,03/08/2015,0.014153543,6845.0292,15.42377288
NRE1V FH,01/11/2016,0.005207943,4981.2395,14.1699251
TEL NO,26/10/2016,0.008367905,23953.6448,25.96313167
AZN LN,10/11/2016,-0.023216421,69882.3791,163.7141784
AGN NA,10/11/2016,0.062742076,10571.1359,50.07047249
ELE SM,08/11/2016,0.078440401,22121.668,26.8641246
BLT LN,25/08/2015,-0.20412844,87673.601,156.330915
MAP SM,10/11/2016,0.040119425,8851.0514,17.63690206
ISS DC,02/11/2016,-0.018723455,6996.5233,8.325904057
LGEN LN,05/08/2015,0.02858889,25117.2456,42.98617437
SVT LN,26/11/2015,0.018485625,7856.1378,13.27292897
RR/ LN,30/07/2015,-0.023523098,21477.0573,107.4472138
RB/ LN,27/07/2015,0.006212088,66454.1578,90.54882733
LHA GR,02/11/2016,0.045416417,5750.2878,79.03498738
AALB NA,13/08/2015,0.001341268,3654.6074,9.092987189
NOKIA FH,27/10/2016,-0.200731383,27484.3375,95.1550717
LISN SW,18/08/2015,0.005892027,15036.3791,6.101414834
PSON LN,24/07/2015,-0.028623685,15508.2119,46.25252714
FNTN GR,10/11/2016,0.033177184,3589.5624,8.754581895
LISP SW,18/08/2015,0.005893223,15036.3791,7.539070312
SLHN SW,14/08/2015,0.020446963,7805.0097,24.09629586
SDR LN,30/07/2015,-0.004728219,13096.8747,16.52196783
VED LN,04/11/2015,-0.213820466,2106.9566,5.157691946
NAS NO,20/10/2016,-0.002027992,1312.0519,7.728081674
ELISA FH,19/10/2016,0.007183129,5816.164,11.25650455
AHT LN,06/12/2016,0.0323203,9841.2184,42.03035991
SCR FP,27/10/2016,-0.007277802,6243.1029,10.04418596
EBS AV,04/11/2016,-0.019098198,12511.5572,21.32366753
RMS FP,28/08/2015,-0.008514749,37486.8537,19.95644649
PSN LN,18/08/2015,0.041813135,9999.877,29.73176479
G IM,10/11/2016,-0.0130049,19995.6901,96.38260783
TOP DC,16/11/2016,0.048347887,2439.3391,11.47195888
GALP PL,28/10/2016,0.033931205,11330.9301,22.95787561
BAMNB NA,20/08/2015,-0.020939996,1346.9017,8.088836876
ROG SW,23/07/2015,-0.006185296,251135.3156,360.9262499
PGS NO,27/10/2016,0.053459119,676.994,6.257353068
VIE FP,25/02/2016,0.00925266,13323.4774,38.07860099
GIVN SW,17/07/2015,0.025801064,16828.5524,48.66958088
GXI GR,06/10/2016,-0.002590771,2624.9109,5.677255558
SAB SM,28/10/2016,0.009623188,7441.3572,26.04859646
BOSS GR,02/11/2016,-0.001824826,4600.5718,19.88768914
EVK GR,04/11/2016,-0.056553149,14041.3505,27.65130209
TKA GR,24/11/2016,-0.084779706,13028.1486,49.96877326
MONY LN,30/10/2015,0.011933696,2825.5074,3.614344918
DIA IM,11/11/2016,-0.01001176,3092.3623,3.921582196
ACS SM,15/11/2016,-0.032701602,9548.3164,24.44380851
LEO GR,16/11/2016,-0.044627218,1135.5698,6.616791742
NESTE FH,25/10/2016,0.001342031,10751.0963,23.42491585
ILD FP,01/09/2015,-0.022076092,13183.4968,18.54962227
NXT LN,10/09/2015,0.008267668,17801.3468,56.89955069
STER SS,25/10/2016,0.034412651,7512.6597,6.099632692
DOKA SW,09/09/2015,0.01535682,2705.6249,5.926623824
PFC LN,25/08/2015,-0.150788075,4104.3606,20.17127173
AAL LN,24/07/2015,0.080689583,15559.5411,105.5858213
VWS DC,08/11/2016,0.03688157,15459.4323,50.20896278
KER FP,28/07/2015,-0.019972068,22930.6096,57.38561484
LHN SW,04/11/2016,0.04229678,32118.7057,71.6651625
VCT LN,08/12/2015,-0.031548757,2425.0503,4.618699968
ERICB SS,21/10/2016,-0.153867892,16868.6341,100.1449932
IMI LN,31/07/2015,-0.048023401,4506.8322,13.04520797
